Algorithm: Prim's MST
12900 4851 2
12900 28341 9
28341 91580 6
28341 30101 12
12900 58942 16
58942 12477 4
12477 58863 5
58942 20982 6
20982 41814 13
41814 72402 16
72402 10322 6
10322 61793 6
61793 90468 16
41814 30193 19
10322 6298 23
54410 26030 23
26030 23985 19
22727 26128 23
20237 29329 23
64084 35846 23
35846 85664 7
39175 46347 23
46347 65878 2
48900 80994 23
90195 98018 23
98018 57732 21
57732 67691 10
57732 43155 15
43155 82357 5
76899 99674 23
22232 3922 24
3922 8855 3
3922 17310 21
17310 99824 6
99824 50127 12
50127 61685 4
50127 26691 16
26691 65866 4
65866 36689 18
36689 43625 1
61685 58761 21
3922 2780 22
2780 11278 15
11278 73240 7
2780 39671 20
39671 64433 9
43625 20093 22
4794 6889 24
6889 22009 9
22009 8642 2
22009 39499 5
39499 121 10
22009 35142 10
6889 7125 13
22009 97281 17
121 10593 21
4597 12411 24
12411 69725 5
12411 52551 19
12411 98908 21
98908 11683 4
11683 8990 13
8990 45268 9
45268 43277 19
43277 55610 14
8990 54364 19
54364 94844 8
54364 6258 10
6258 15680 18
15680 3205 18
3205 6072 7
3205 3562 18
3562 25468 11
11683 36467 20
6258 1710 21
1710 7504 14
7504 24958 16
24958 49308 11
49308 70956 1
70956 46390 1
49308 98773 2
46390 20733 5
20733 5278 1
5278 10090 1
5278 6958 5
10090 3912 10
10090 9911 10
9911 7041 4
20733 19470 12
6958 87548 15
10090 47458 16
7041 5300 19
5300 6097 12
6097 12561 10
6097 94630 13
5278 18744 20
46390 78172 20
47458 82958 20
82958 35700 11
35700 57866 4
57866 8019 5
35700 24356 6
24356 15692 4
8019 3373 10
57866 55515 10
3373 13870 12
15692 61915 13
55515 9072 14
3373 21955 14
21955 45929 8
45929 74394 19
74394 67357 12
10090 34444 21
34444 77893 1
77893 25770 1
77893 85630 7
25770 4550 15
85630 31159 16
31159 53813 1
31159 4552 11
4552 68867 10
34444 37706 16
37706 22636 5
22636 31505 3
22636 4031 6
4031 37535 1
4031 9209 3
4031 1557 8
1557 68991 2
31505 33422 8
37535 7688 9
7688 877 6
68991 94654 14
94654 7884 12
7884 29094 1
29094 4405 4
29094 81905 4
81905 24500 4
29094 46400 6
46400 58558 13
58558 88802 6
7884 77950 15
81905 32341 16
58558 58197 16
53813 13374 17
13374 49995 11
49995 98277 11
98277 97289 15
22636 37561 17
37561 11542 15
77950 44145 20
97289 74496 20
74496 67134 7
67134 28947 9
35700 54898 21
11542 59800 21
58197 90782 21
90782 36370 4
31159 2398 22
2398 6516 6
6516 20170 7
2398 2286 15
2286 21119 18
21119 60880 21
60880 95863 7
21955 34065 23
85630 40551 23
40551 61631 10
6097 51250 23
51250 51123 9
47458 52042 23
24958 68395 23
65774 32876 24
97165 34967 24
39168 46574 24
46574 55824 22
55824 20662 5
50725 54192 24
54192 14930 6
14930 46044 7
14930 94329 7
14930 34510 10
59728 55289 24
55289 84523 18
4405 57024 24
57024 9343 19
9343 14314 4
34424 57377 24
57377 82924 4
57377 33578 7
33578 15428 24
456 60151 24
60151 65345 2
23050 60514 24
60514 42620 14
60514 35478 17
42620 45407 22
45407 1992 14
1992 10877 5
10877 20776 5
10877 16310 12
16310 38925 6
45407 39904 15
38925 72 16
72 76013 12
76013 62876 14
62876 97924 14
10877 15798 16
38925 43580 16
43580 26698 6
26698 8874 5
26698 43584 5
8874 68518 9
8874 2101 10
43580 12901 14
43580 38110 15
38110 36274 21
36274 18617 21
72 19 22
19 17 3
17 1413 9
1413 81620 18
1413 3251 20
3251 21818 3
3251 16113 19
39904 97396 22
97396 42020 20
42020 14619 12
20776 22569 24
22569 56955 9
22569 88642 12
88642 18671 3
18671 63082 1
18671 8104 5
56955 49904 19
42323 61422 24
27523 62832 24
65065 64479 24
64479 51050 1
64479 37019 14
37019 37565 13
37019 36594 15
37019 9767 24
9767 25356 24
17849 64905 24
64905 90717 16
68930 67132 24
25468 73443 24
60494 87812 24
87812 31360 16
18067 91600 24
311 98723 24
98723 91949 7
22460 99596 24
72 136 25
136 31275 1
136 66141 6
66141 43620 7
43620 60156 2
43620 6370 4
136 55814 10
31275 30436 15
136 361 16
361 39236 3
136 14691 22
192 1865 25
1865 58406 12
1865 81691 12
81691 90818 3
1865 90038 17
90038 45847 17
90038 21402 20
90038 8058 24
8058 6404 10
6404 283 9
6404 89916 11
8058 44330 17
74594 2838 25
2838 88555 7
2838 4869 8
4869 17377 12
17377 75291 4
75291 2324 8
2324 47719 6
91213 3556 25
1628 3758 25
3758 12253 11
3758 37300 22
37300 31458 3
37300 50304 4
31458 14879 7
31458 41718 10
37300 72427 10
37300 40930 17
40930 26307 8
14879 39172 24
39172 10131 15
24027 5365 25
5365 76189 5
5365 78335 6
5365 3706 21
3706 3615 1
3615 264 9
264 1024 15
1024 49014 4
1024 11506 5
11506 11687 4
1024 59946 10
1024 40036 14
40036 23698 13
11687 34003 15
34003 34256 10
34003 51957 10
34256 92703 10
92703 25584 6
25584 55412 8
34003 61297 13
25584 14298 15
14298 22270 2
14298 13334 3
13334 59388 4
13334 18430 6
22270 56899 9
56899 31521 15
31521 47514 2
47514 87843 3
31521 62940 4
47514 25643 8
87843 42224 9
31521 38239 10
47514 94576 11
94576 71316 7
25584 35419 15
264 1508 16
1508 86155 2
86155 33849 13
71316 49850 16
3706 61537 16
34256 69181 16
1024 7867 17
7867 8501 7
8501 32156 9
25584 61067 19
40036 78338 19
71316 68249 20
3706 30754 22
55412 55705 22
49014 58625 22
58625 17334 1
17334 52394 1
17334 81963 8
17334 7503 12
17334 86476 12
7503 22647 14
81963 56910 16
17334 74929 22
74929 81199 5
74929 28145 10
34003 85484 22
30754 72855 23
47514 96567 23
72855 24815 24
24815 30577 10
51957 77281 24
77281 73187 17
17334 2491 25
2491 44514 8
2491 1642 17
1642 41884 5
5856 6596 25
6596 28925 12
2513 6740 25
6740 82414 3
30855 6779 25
6779 19127 15
19127 52173 3
19127 46167 23
42224 8554 25
8554 7632 1
8554 96637 1
7632 782 9
7632 23365 9
23365 55181 7
96637 6082 11
6082 75729 11
75729 71485 5
6082 64444 13
7632 32558 14
32558 79300 6
79300 94556 10
23365 89083 15
89083 51967 3
8554 20825 16
20825 20958 2
7632 72697 17
72697 92358 16
6082 40181 19
32558 33950 21
79300 63329 21
94556 41874 22
32558 73071 23
73071 83361 9
73071 12028 20
12028 70996 3
70996 39610 2
70996 50545 4
12028 16743 9
16743 6845 10
6845 12188 2
6845 20031 3
20031 46193 7
46193 80501 1
20031 98892 7
80501 40859 10
98892 17599 11
6845 95345 12
40859 40361 14
70996 29434 19
29434 69165 7
29434 51509 10
51509 5099 4
5099 69338 8
5099 30878 11
30878 48863 16
48863 11794 16
11794 17449 8
17449 27969 12
17449 27696 14
27969 68843 17
68843 75219 12
12188 37011 20
68843 85078 20
46193 31203 21
31203 52689 3
52689 77643 6
77643 64028 10
64028 73298 1
64028 81157 12
52689 74279 15
74279 69039 7
11794 10609 22
10609 60814 6
10609 9107 7
9107 515 14
9107 12555 14
12555 21569 3
21569 24032 1
12555 77691 7
12555 57395 19
77691 8972 22
8972 50692 2
8972 32627 10
32627 90267 18
90267 7889 3
7889 15643 20
81157 56925 23
56925 45364 21
96637 77657 23
63329 80676 23
83361 93894 23
40181 99128 23
99128 42953 4
42953 81524 1
99128 57266 11
57266 72236 12
20825 22137 24
22137 32387 21
32387 53864 7
53864 78910 5
53864 38096 11
38096 53119 12
53864 37704 15
53864 6525 17
6525 3289 7
3289 93491 1
93491 12856 5
78910 48167 21
42953 25551 24
89083 61355 24
61355 27084 5
27084 60830 5
61355 64237 24
64237 52078 9
52078 52454 24
52454 47359 8
15643 70884 24
70884 62180 6
62180 88830 1
10609 92566 24
92566 52156 4
52156 77049 16
77049 51627 2
92566 18576 20
18576 91499 18
18576 95069 20
95069 44327 17
5099 113 25
113 79825 12
79825 97367 20
31244 12786 25
12788 14478 25
35058 17493 25
17493 99105 4
17493 68359 16
40678 17704 25
17704 3953 17
3953 92422 3
3953 87076 4
3953 48832 6
3953 22092 16
22092 44468 3
22092 19805 14
19805 25766 12
22092 31600 18
31600 41768 17
48832 21961 21
17704 17199 22
17199 12102 19
12102 25576 21
9626 17862 25
6805 18086 25
18086 88692 6
4550 20502 25
20502 4309 7
4309 7626 6
7626 14625 12
14625 25661 7
20502 46703 14
25661 63006 24
19508 20789 25
40551 22881 25
25358 23033 25
23033 94228 12
23033 14160 14
14160 87622 6
14160 77245 17
97367 23548 25
23548 9995 25
39201 28459 25
28459 17578 3
17578 2252 3
2252 24187 13
24187 7625 11
7625 79202 12
24187 66871 18
66871 5940 20
5940 8981 18
8981 74779 12
74779 84180 12
7625 11929 24
11929 70626 8
70626 82726 17
8469 29139 25
19081 37643 25
37643 46561 9
46561 97728 9
46561 40033 10
40033 43216 2
43216 57512 5
97728 53226 16
40033 19544 22
40033 48 25
38148 38155 25
20847 41495 25
41495 7138 8
7138 28847 23
88555 42581 25
88802 43305 25
43305 35295 23
43305 6918 24
21818 45429 25
45429 23556 3
38231 46896 25
37704 47213 25
47213 19618 18
7626 47637 25
47637 15450 4
15450 7536 2
7536 1895 17
1895 16286 2
16286 53728 5
1895 1302 12
53728 97762 12
7536 6638 22
6638 29735 8
6638 8186 9
8186 15274 2
15274 17069 8
15274 75630 10
17069 19861 13
19861 91584 4
91584 17644 4
17069 85394 13
75630 18742 15
18742 20277 6
20277 14961 7
20277 38063 17
17644 16163 19
16163 80695 12
16163 94214 20
94214 22771 18
22771 27941 9
75630 63057 21
7536 17911 22
17911 35676 20
85394 18680 22
18680 45074 12
8186 24957 22
22771 31988 24
29735 38015 25
38015 37554 5
30754 49307 25
49307 12706 24
66222 50121 25
50121 9032 5
50121 31342 6
9032 669 15
669 35764 1
669 79844 2
669 12632 9
12632 11781 5
669 88306 9
9032 13196 19
669 30319 20
30319 81790 11
81790 77848 13
88306 91905 21
91905 3024 1
91905 91678 20
669 4093 22
77848 18813 24
35764 20813 24
3024 76178 24
76178 9161 3
9161 67909 22
9161 47290 23
47290 33002 13
33002 28415 21
47290 58790 23
58790 15368 9
15368 3813 14
3813 11988 6
15368 12459 18
12459 51955 14
3813 46942 23
46942 7334 14
7334 25278 13
46942 44613 21
15368 70688 23
12459 16094 24
16094 63810 3
16094 84399 3
16094 21271 14
21271 33635 23
33635 42983 19
42983 61159 20
58790 88392 24
88392 97941 3
97941 98339 23
35944 50321 25
50321 65722 11
65722 3691 9
22460 51221 25
21593 52594 25
52594 61839 24
46896 60926 25
60926 60903 7
60903 57533 12
57533 52313 6
60926 26905 21
26905 24906 7
26905 82546 7
48180 63463 25
64191 66066 25
66066 12526 5
22313 66628 25
89860 70707 25
70707 94572 6
94572 53339 4
2101 71638 25
71638 54316 9
71638 94836 9
54316 32125 18
94836 27508 21
27508 51882 5
35840 71845 25
71845 66988 23
11936 73922 25
73922 8951 18
13054 78932 25
78932 48656 10
48656 16194 22
6982 79405 25
669 80350 25
80350 88616 24
88616 65828 14
65828 94761 1
65828 25026 24
25026 20980 4
20980 752 4
752 26038 7
752 34056 9
30725 81965 25
81965 21186 16
21186 28667 18
28667 67033 6
67033 98829 22
98829 13027 19
67033 63003 23
63003 75539 1
63003 4304 22
4304 19349 23
19349 36790 13
36790 66823 22
66823 5937 20
5937 78619 10
66823 43298 23
43298 7093 7
43298 59827 12
59827 53773 14
53773 46937 8
46937 35512 6
35512 82353 5
7093 78220 23
13027 16612 24
16612 58662 20
19349 25813 24
25813 48840 7
98829 51560 25
51560 17244 8
17244 88018 1
20877 84552 25
84552 57814 18
57814 24740 12
39236 85218 25
85218 43309 8
85218 22962 19
18518 91770 25
91770 45033 5
91770 23387 22
20348 92803 25
92803 41242 23
41242 21560 9
21560 36853 12
36853 37913 1
36853 91460 4
36853 95410 12
91460 9980 16
9980 32618 2
9980 40972 2
40972 4366 13
36853 38585 21
9980 8895 24
2040 92880 25
6318 93828 25
14115 94073 25
25770 96741 25
96741 9593 6
96741 26028 13
96741 72970 20
14553 341 26
341 14594 14
341 36765 19
36765 48496 12
48496 17972 10
17972 16440 12
16440 58873 1
58873 18436 5
18436 75100 6
36765 93210 13
93210 11967 7
48496 67047 21
67047 83977 10
67047 15555 13
58873 62780 22
62780 6680 6
62780 14951 9
14951 3568 18
3568 1211 20
1211 23205 1
14951 56600 20
56600 77292 10
56600 99846 14
77292 69571 19
14951 46516 22
341 3866 24
3866 30857 16
93210 98704 24
615 547 26
547 14760 13
14760 25963 4
547 692 21
692 1016 1
692 82535 7
82535 7566 3
7566 8392 1
1016 14670 10
14670 21937 5
21937 30122 6
82535 82168 11
82168 14923 3
14923 12560 10
30122 45639 16
45639 48915 13
14670 14848 18
14848 33263 5
1016 2189 20
12560 68074 20
68074 55430 15
55430 43993 3
55430 97039 16
97039 12797 2
33263 74088 20
74088 23226 5
23226 4968 4
4968 59159 7
74088 60256 11
547 7228 21
7228 70690 13
7228 9875 20
7566 30618 22
30618 51598 18
51598 16498 20
16498 14312 13
16498 87874 15
87874 44401 18
44401 85384 19
85384 83164 8
14312 32534 23
32534 22199 14
22199 1244 21
12797 4216 24
4216 494 21
494 9373 3
494 516 13
516 6413 17
516 2178 19
2178 32734 13
2178 31610 21
31610 71162 11
31610 74172 19
494 71250 21
71250 36504 18
6413 39523 23
39523 31142 3
71250 8652 24
8652 69733 1
8652 2210 5
8652 33346 11
69733 22696 14
22696 64466 14
8652 15400 15
2210 3286 17
3286 24611 9
15400 47412 17
47412 19207 11
33346 12764 18
3286 74719 19
47412 66987 21
66987 9611 15
9611 13903 1
13903 16910 1
13903 33063 10
13903 6694 14
6694 8713 6
8713 36181 3
6694 91483 6
6694 52809 11
52809 69537 10
69537 97069 10
97069 76247 9
66987 5234 16
5234 5144 5
5144 95490 5
95490 84597 4
84597 65109 1
65109 82471 3
82471 71765 3
82471 53794 7
82471 49849 11
49849 81552 2
81552 58833 7
58833 29743 4
49849 30596 8
5234 70752 15
95490 41912 16
65109 86796 17
16910 47068 20
47068 16388 21
16388 43283 20
70752 24070 21
24070 21169 5
21169 57435 5
21169 50512 7
50512 19605 3
19605 22346 1
19605 27078 12
21169 63900 13
63900 79505 8
21169 60969 14
24070 72337 16
72337 74716 2
50512 80413 16
80413 34892 5
21169 9794 20
9794 71451 4
9794 32620 13
36181 36192 21
41912 24990 22
24990 74161 21
74161 49393 13
49393 3576 4
49393 68926 6
3576 94957 9
49393 99967 11
3576 35821 16
49393 86040 18
3576 23327 21
23327 34782 16
21169 30302 22
30302 22693 1
30302 36188 16
86040 35131 22
35131 17167 14
53794 62800 22
62800 93172 3
63900 34661 23
34661 78112 10
78112 45709 9
78112 92425 22
45709 33182 23
33182 60873 15
60873 95865 12
60873 37290 21
47068 59562 23
59562 46224 17
46224 34700 21
74719 74359 23
74359 85988 21
33182 85923 23
85923 97992 1
85923 82464 14
85923 55449 17
55449 94698 3
94698 47695 22
47695 4775 14
4775 2528 8
2528 69684 10
2528 70127 14
70127 43804 14
69684 25762 19
2528 793 21
793 19759 1
793 38313 7
793 153 11
153 19922 8
153 141 9
793 5050 13
141 56508 13
19922 27029 16
27029 45955 1
45955 8003 4
8003 633 7
633 799 5
799 821 12
799 3309 17
3309 81921 12
19922 16192 19
153 66624 19
66624 94244 7
94244 3272 2
3309 20463 20
793 30630 21
82464 88758 22
88758 59369 15
94698 17358 23
17358 10278 5
10278 34708 5
34708 15864 11
17358 87499 14
10278 86022 15
17358 82000 18
34708 47287 21
47287 48700 21
56508 40085 23
12764 87378 23
87378 62667 9
88758 57318 24
57318 94790 21
94790 13621 22
57318 56590 22
86022 95163 24
82464 95709 24
2528 95741 24
69537 6369 25
6369 73149 15
73149 70538 7
70538 71796 20
7228 20115 25
20115 98503 3
20115 11435 19
20115 49340 24
22346 20545 25
20545 81471 15
20545 8330 17
8330 41236 13
41236 89305 16
41236 1161 25
1161 94301 3
94301 42284 11
1161 911 12
1161 1363 14
1363 9847 6
9847 37305 22
1161 14635 23
1363 21920 23
21920 65759 15
65759 93454 6
93454 59705 4
59705 57973 19
59705 86366 20
86366 27164 7
1161 3495 24
3495 91480 5
27164 12819 24
12819 52165 4
52165 84718 1
12819 94384 10
12819 86075 20
86075 85031 6
85031 74858 5
74858 11425 20
11425 11591 9
11425 2253 13
2253 32954 21
3495 17507 24
31610 20998 25
5234 21045 25
74172 30267 25
21045 35379 25
74161 42792 25
42792 54458 13
54458 60370 10
42792 31339 20
31339 47131 19
47131 93223 2
47131 50300 19
50300 56681 19
56681 76682 8
76682 7853 21
7853 73425 10
73425 317 23
60370 28387 23
28387 10550 10
10550 88614 2
10550 16176 9
10550 7950 11
54458 91895 23
91895 73624 8
73624 34851 8
317 65986 24
65986 26641 15
26641 7452 10
7452 98611 3
98611 99090 18
74858 47942 25
47942 42508 10
47942 84927 10
84927 10182 4
10182 820 9
820 9704 5
84927 37961 17
37961 31475 12
31475 446 10
446 1449 12
446 11682 17
47942 50729 18
50729 87487 13
31475 63370 19
63370 70310 10
70310 41624 13
9704 25295 21
25295 98248 4
98248 90881 5
90881 18618 9
90881 25008 9
25008 10010 5
10010 9022 12
9022 97968 1
18618 31448 13
90881 15418 16
97968 85304 19
9022 73387 20
73387 33049 20
18618 14397 21
90881 42183 21
446 3641 22
3641 81300 11
15418 21897 22
10182 60809 22
60809 49306 22
49306 55054 6
49306 87948 9
87948 5451 5
49306 71010 22
10182 23130 23
60809 31131 23
42183 38366 23
446 655 24
655 2367 9
2367 4348 11
4348 17155 11
17155 26613 2
26613 61021 2
26613 62060 5
26613 6454 6
655 2428 13
61021 3698 14
3698 35240 8
2367 3238 15
3238 5756 5
5756 52819 11
52819 57780 3
61021 44914 16
44914 58754 8
58754 48299 2
48299 18252 6
44914 33497 9
33497 39077 7
39077 53051 13
33497 93731 14
93731 45931 13
45931 48110 8
48110 63577 6
18252 30605 15
6454 77101 17
63577 95013 17
95013 15839 4
15839 26564 1
15839 14927 9
26564 26874 11
26564 2086 14
2086 2991 9
2991 11025 7
26874 20361 14
14927 48410 14
2991 11159 18
33497 40031 18
62060 14567 19
14567 92008 6
92008 33752 12
14567 14778 13
14567 3366 19
4348 29186 19
2086 59220 19
3238 85717 19
85717 73720 19
2428 7481 20
7481 98491 14
7481 15667 15
7481 22268 17
22268 3385 3
3385 14233 2
14233 37373 4
14233 14522 7
14522 196 8
196 276 3
196 65041 4
196 90904 9
14522 84965 10
84965 20714 9
20714 15949 4
15949 4669 1
276 6986 12
196 155 13
155 42236 4
42236 50649 5
4669 46770 13
14522 41559 16
41559 42130 1
42130 42453 7
276 1324 17
6986 9016 17
9016 98260 2
98260 23534 1
98260 56255 3
56255 87382 6
87382 39548 2
9016 13878 9
9016 50830 11
50830 16263 9
56255 5000 13
13878 34474 14
196 60837 17
60837 71627 3
20714 85955 17
65041 2228 18
15667 32992 18
32992 23871 15
23871 24124 12
24124 41159 10
23871 40324 12
23871 78263 16
78263 59563 12
6986 12942 19
59563 43090 20
43090 42772 6
42772 32800 8
32800 1541 12
43090 92593 13
3238 74417 20
90904 79721 20
93731 80859 20
18252 2330 21
2330 85 12
85 764 11
2330 34475 12
85 46313 15
34475 62631 17
62631 73517 3
62631 10542 5
10542 11918 7
11918 7382 10
11918 23550 12
23550 4932 16
4932 8655 1
4932 79198 1
8655 11545 4
4932 7507 8
11545 33891 12
11545 2316 13
2316 1271 7
1271 53138 7
2316 54940 8
7507 22992 13
2316 55600 13
33891 93693 15
7507 22215 18
22215 36735 14
36735 41653 3
36735 64533 12
22215 41542 17
764 1012 19
1012 45062 5
1012 2543 12
41653 69146 19
764 1863 21
1012 9332 21
65041 10951 21
34475 13088 21
13088 84263 8
13088 4142 9
4142 39529 2
4142 49598 4
4142 4127 11
53138 5383 22
3698 8531 22
8531 33846 8
33846 28120 4
8531 66098 12
66098 53162 5
53162 27381 11
66098 2081 17
8531 93378 18
93378 90408 7
11918 12973 22
12973 60486 10
15839 44640 22
98491 56859 22
56859 80183 8
56859 94143 13
78263 84750 22
84750 44531 11
44531 50196 2
44531 41378 9
41378 19546 1
50196 33352 10
33352 46486 5
57780 94438 22
94438 36472 12
94438 43290 14
43290 55563 20
4127 3429 23
3429 15267 3
3429 36095 7
10951 5518 23
5518 12752 3
2081 17500 23
84965 90025 23
90025 54737 21
446 10049 24
1541 15528 24
15528 68799 18
14778 16719 24
16719 66559 17
66559 10548 9
10548 3740 21
3740 49380 2
3740 83779 6
3740 60857 11
3740 33616 17
16719 53093 21
26613 21977 24
21977 90865 2
90865 60293 11
90865 63139 11
63139 23127 23
4127 22691 24
22691 32841 6
32841 40152 18
40152 43076 4
40152 65170 22
65170 50645 7
50645 23284 23
50196 38469 24
38469 31929 2
2316 41240 24
1012 52692 24
33752 53564 24
14233 73151 24
33497 94245 24
56255 94352 24
94352 72789 6
94352 86926 7
86926 63223 16
63223 45077 5
45077 50372 5
63223 97772 5
45077 98168 9
97772 59208 10
59208 48162 13
86926 2231 18
2231 1935 16
1935 1126 15
2231 3150 20
3150 15142 5
15142 24469 10
1126 1716 22
2231 15352 22
15352 22416 15
15142 31007 22
5000 5076 25
5076 31800 9
5076 24726 10
5076 6938 13
6938 17499 14
5076 60882 14
60882 71922 10
71922 72167 14
5076 12471 15
5076 34237 15
34237 585 2
585 3695 2
34237 61636 9
61636 21120 1
21120 11535 9
3695 46520 10
11535 9202 13
9202 48788 10
6938 13350 16
9202 53382 16
585 1969 17
1969 14472 6
14472 48290 4
48290 47569 3
1969 2153 7
2153 98117 9
1969 4452 11
4452 53557 11
2153 23950 14
2153 30437 14
30437 84659 13
2153 6327 15
6327 63498 14
14472 29430 15
21120 47602 17
47602 54704 5
47602 64556 12
54704 42144 16
42144 41799 5
41799 20263 2
41799 50856 3
50856 27555 9
20263 56021 9
56021 83238 2
56021 81521 8
20263 79504 11
79504 21213 3
79504 27431 4
79504 51076 5
41799 62904 16
48788 73649 17
4452 86009 18
86009 58647 12
31800 86377 18
585 1014 19
1014 42005 8
42005 90615 4
42005 76904 11
1014 2944 17
2944 91581 3
2944 7405 5
91581 88183 9
90615 58939 17
58939 53059 15
27431 2176 19
2176 2699 12
2176 11285 13
63498 35605 19
76904 63766 19
63766 72613 9
63766 56931 17
20263 68116 19
68116 40610 16
40610 94328 11
40610 88932 13
94328 88571 16
88571 4069 8
4069 12964 4
4069 1510 11
1510 68056 17
585 8184 20
8184 2027 15
2027 5011 12
6938 15504 20
15504 24495 9
24495 25505 19
84659 71157 20
9202 72395 20
72395 45109 9
8184 81915 20
