Algorithm: Kruskal's MST
1275 1537 26
1501 2008 26
1899 4066 26
2440 4261 26
8136 8549 26
5476 5504 26
4183 8053 26
1005 2771 26
2487 8232 26
8712 9813 26
122 3702 26
2128 6008 26
3564 6914 26
124 2262 26
1197 6606 26
2348 6867 26
3560 7300 26
5510 6059 26
1240 5563 26
8382 8879 26
77 2278 26
5942 7996 26
3744 7702 26
1883 6775 26
2611 3872 26
1072 3423 26
1600 5992 26
5307 9727 26
169 2422 26
5853 8797 26
6555 9983 26
2608 4553 26
1520 2312 26
163 2064 26
958 9939 26
1449 8255 26
975 3420 26
3776 4338 26
1068 1817 26
5696 5952 26
2241 7715 26
2242 7490 26
255 7975 26
2228 8317 26
6174 6514 26
3250 7768 26
163 9615 26
3251 4185 26
3659 8793 26
3454 6279 26
178 2868 26
6329 8144 26
2613 4229 26
961 9635 26
96 3900 26
6895 7130 26
102 8247 26
3300 5134 26
6195 6772 26
6510 6542 26
2257 2329 26
1059 1738 26
2581 6371 26
845 7549 26
939 2726 26
6520 9522 26
2580 4536 26
685 2248 26
7917 7964 26
2259 3744 26
2374 4974 26
2577 4724 26
697 1206 26
7903 9316 26
948 3435 26
9102 9616 26
1056 8721 26
244 656 26
1021 7945 26
3284 5308 26
2366 4041 26
1837 9835 26
8397 9818 27
16 5267 27
2178 4387 27
5398 5459 27
516 2216 27
1582 4858 27
7203 7478 27
2376 5968 27
5245 9444 27
3924 9005 27
5650 7330 27
2348 7172 27
5122 6204 27
6094 9756 27
4816 5637 27
6029 7432 27
84 95 27
1980 2983 27
1392 9805 27
9722 9762 27
3886 7852 27
84 7170 27
5217 9126 27
4906 5528 27
946 7040 27
3 7147 27
402 1052 27
4443 5822 27
8520 9193 27
1978 9549 27
4052 7488 27
4455 8158 27
7387 9729 27
2225 9141 27
1169 5661 27
1523 7495 27
2236 9577 27
1511 4861 27
1627 4459 27
975 3478 27
3009 4242 27
4409 6291 27
2961 8428 27
4915 8311 27
2955 8230 27
481 4705 27
2296 9778 27
382 2219 27
6281 9828 27
4083 8908 27
3046 5422 27
2909 7190 27
6432 8339 27
6437 6831 27
2912 5051 27
1210 1461 27
3055 8106 27
7297 8909 27
1147 2376 27
884 3755 27
4368 5271 27
2921 4679 27
116 9646 27
4022 7214 27
2281 6917 27
119 143 27
5389 8365 27
3028 4302 27
3875 5954 27
4395 4844 27
5544 8830 27
6400 8296 27
5949 6224 27
3794 9473 27
1042 2129 27
4178 4855 27
8069 9890 27
4182 8244 27
1858 8670 27
220 9385 27
1801 8455 27
9093 9738 27
586 8904 27
3347 6308 27
8003 9944 27
5888 5992 27
6743 8804 27
1724 8635 27
6960 8285 27
1113 7843 27
8121 8781 27
2097 2628 27
6228 9357 27
6003 8526 27
1451 5332 27
2599 3263 27
6218 7596 27
4750 5647 27
24 681 27
238 1200 27
7756 9234 27
5575 9753 27
4269 4474 27
1843 8843 27
6800 7576 27
5289 8857 27
697 8545 27
5294 5716 27
2696 8604 27
2533 7282 27
1292 2398 27
4714 8767 27
3968 7636 27
3333 7897 27
5867 9110 27
682 9145 27
233 7483 27
2773 7066 27
4205 5937 27
2721 7557 27
302 3352 27
3318 3377 27
3134 6060 27
4790 7727 27
812 2311 27
7142 9860 27
331 3751 27
2794 6800 27
1027 7649 27
1946 3270 27
6250 9378 27
7180 8760 27
4138 6201 27
4531 9453 27
4532 7659 27
3419 6256 27
5111 8458 27
1665 4324 27
1124 7018 27
2615 7816 27
659 1648 27
2819 8107 27
4156 7688 27
3403 6291 27
6097 9377 27
4160 8224 27
323 3866 27
1477 7117 27
6545 6727 27
9134 9655 27
5009 6704 27
322 3148 27
788 2338 27
3397 8108 27
3418 4114 27
188 1875 27
4783 7477 27
6611 8271 27
328 433 27
1316 5355 27
2390 5382 27
327 1404 27
3408 4804 27
7122 9821 27
1315 2335 28
1219 5291 28
1961 6164 28
1524 4506 28
1575 2628 28
1893 6250 28
1529 1817 28
1671 5506 28
5540 6299 28
5980 9189 28
1364 9202 28
5590 6393 28
1267 6333 28
1207 1577 28
1608 5342 28
5997 6379 28
5939 8254 28
1178 4306 28
5463 7979 28
5516 7465 28
1492 3245 28
1486 7136 28
1259 2440 28
1491 2223 28
5368 7487 28
1394 8961 28
1851 4669 28
1935 8160 28
1540 8944 28
1466 5814 28
5868 7640 28
1280 6147 28
1274 8024 28
1646 3430 28
5478 7654 28
7330 9892 28
2906 5790 28
4954 8042 28
478 5758 28
7312 9461 28
2919 2954 28
461 5542 28
7351 8172 28
7352 8665 28
2943 7075 28
2985 3929 28
2996 6698 28
7075 8965 28
7078 7898 28
7094 8637 28
4567 7176 28
2782 5969 28
2793 2856 28
1008 1856 28
2809 3530 28
4523 9846 28
7201 8380 28
4944 7965 28
976 4554 28
5163 9896 28
494 1066 28
3203 5220 28
312 1541 28
4278 5500 28
3182 7645 28
298 1467 28
3197 5829 28
1043 8138 28
314 3612 28
3213 7469 28
4262 6288 28
3225 3320 28
3267 4449 28
6263 9570 28
399 468 28
7477 9706 28
7487 9473 28
3051 9094 28
3053 4124 28
2747 3141 28
4323 8863 28
7622 7862 28
334 5808 28
7672 9582 28
907 1915 28
4777 8240 28
2458 3579 28
774 1351 28
2461 4661 28
2476 7453 28
753 1363 28
6424 8174 28
908 2696 28
745 1178 28
2509 6501 28
6759 7149 28
2528 2620 28
6386 8473 28
2530 7081 28
2535 8467 28
2379 3937 28
6471 8565 28
6484 7092 28
6494 8150 28
846 4359 28
918 8393 28
839 3986 28
2392 5114 28
824 5488 28
6426 9720 28
812 4525 28
2427 3023 28
793 2780 28
4637 5292 28
6355 8978 28
2254 7481 28
2676 7357 28
2683 5628 28
4925 7577 28
6337 7320 28
7053 7455 28
2731 8318 28
6865 9389 28
919 1768 28
2280 3971 28
6379 7927 28
924 5135 28
2574 2937 28
2581 2914 28
3026 3363 28
2269 7556 28
2268 9955 28
6868 7043 28
6890 9500 28
2265 3117 28
2622 8670 28
3450 7272 28
3984 8859 28
2083 2093 28
9091 9683 28
142 1949 28
42 835 28
139 363 28
5141 7333 28
3517 6744 28
8184 9552 28
3418 5474 28
9215 9698 28
8409 8646 28
5149 8793 28
4089 7302 28
3487 6747 28
8311 9394 28
8291 9586 28
154 6407 28
3492 6132 28
2080 7204 28
51 7414 28
3948 4989 28
3459 6330 28
52 53 28
3756 7672 28
2071 5897 28
9008 9667 28
7950 9335 28
4175 4707 28
4210 5152 28
8461 9950 28
96 1513 28
3602 9413 28
4194 8124 28
3866 6242 28
3595 4103 28
5163 5947 28
8558 9379 28
3388 9382 28
6054 6377 28
1984 2113 28
1058 1133 28
4228 5453 28
2673 8906 29
6975 9515 29
3630 5363 29
627 9298 29
2570 5528 29
6929 7152 29
8750 9121 29
71 9608 29
4616 5106 29
4009 8459 29
1315 9800 29
1526 1869 29
8925 9262 29
8649 8985 29
1622 8905 29
4031 7566 29
678 3772 29
5298 8593 29
633 1069 29
822 2372 29
2453 8517 29
1274 1500 29
3826 6795 29
6627 9286 29
22 188 29
2420 6214 29
4790 8201 29
4791 6016 29
18 3199 29
780 7845 29
8 2290 29
4815 8195 29
3 6672 29
3902 8815 29
2361 6984 29
9820 9853 29
9856 9906 29
742 930 29
3980 6011 29
6784 9903 29
723 8840 29
43 9761 29
6755 7585 29
6733 7181 29
5521 9648 29
9141 9982 29
1285 6045 29
757 7637 29
3953 4277 29
5268 8912 29
197 7033 29
4312 8205 29
5456 5832 29
5456 6101 29
1736 8134 29
4331 7185 29
355 9170 29
7583 9831 29
7574 8509 29
3075 7720 29
4166 7685 29
1744 5267 29
7492 8850 29
5668 7563 29
4144 9649 29
507 5851 29
1752 7767 29
3443 7544 29
7437 8300 29
409 8835 29
4219 9613 29
4234 8921 29
4238 6550 29
7871 8084 29
3212 8301 29
1689 4560 29
1462 2971 29
1683 7029 29
1682 8609 29
309 453 29
7714 9516 29
217 2518 29
4296 6159 29
8112 9745 29
3146 3460 29
536 9372 29
2807 4436 29
4091 6905 29
8418 8736 29
7123 7162 29
560 7263 29
4084 9479 29
2759 7127 29
2757 5414 29
573 8584 29
8462 9472 29
3562 7489 29
1634 1660 29
8548 9009 29
5626 7260 29
4607 8065 29
3624 6002 29
414 7432 29
3445 9454 29
419 9835 29
420 5008 29
2973 6763 29
428 4317 29
4429 7954 29
429 8705 29
432 4021 29
2943 5036 29
7331 8295 29
475 2068 29
3507 4796 29
4106 6845 29
4104 8076 29
7280 8928 29
1363 2489 29
5476 6517 29
516 1315 29
524 560 29
2834 7034 29
1994 2197 29
2051 5852 29
2274 3240 29
5993 8592 29
937 1106 29
2232 6050 29
1035 2670 29
2009 7039 29
1047 8671 29
1225 9534 29
1011 1162 29
4873 7660 29
2295 2958 29
5000 5633 29
6402 9128 29
896 8112 29
6391 7060 29
1020 6852 29
1216 2322 29
2008 2272 29
5014 6344 29
1000 1372 29
958 5231 29
5073 7759 29
2076 8885 29
4280 7416 30
2821 7410 30
238 5322 30
5491 9913 30
3317 5129 30
1787 2766 30
302 6172 30
7049 8547 30
1737 2410 30
7935 9580 30
537 8145 30
3623 6576 30
958 2546 30
5529 5707 30
1062 3925 30
2544 3815 30
1693 2318 30
2150 5259 30
5742 9822 30
2838 4319 30
1286 4771 30
4198 6677 30
3742 6264 30
3349 5966 30
5892 8059 30
2836 7667 30
512 5444 30
17 4655 30
1284 1439 30
1355 6904 30
8466 9297 30
2726 3337 30
2151 3317 30
41 3444 30
528 3946 30
3743 5402 30
1409 2460 30
231 6180 30
3333 7984 30
19 2558 30
596 1567 30
1821 3661 30
3218 4576 30
5140 7980 30
7082 9624 30
1421 3694 30
3229 4153 30
4284 7020 30
1144 5203 30
654 3622 30
7094 9219 30
5314 8051 30
8570 9162 30
7770 8873 30
2743 6215 30
5010 5968 30
1335 8793 30
2745 3420 30
5415 5485 30
1544 5622 30
2271 6947 30
5502 7382 30
2581 4868 30
5003 5483 30
1202 6977 30
6816 8694 30
5712 6042 30
5996 6092 30
5034 8325 30
3139 7767 30
4052 8461 30
244 9106 30
1030 9131 30
5858 6191 30
7125 8790 30
2599 7244 30
5130 6792 30
311 3316 30
1980 2881 30
4096 5550 30
2062 8701 30
2923 3282 30
459 2741 30
2167 8823 30
4139 6560 30
3450 4580 30
472 4189 30
985 3356 30
1111 9793 30
4476 5509 30
4788 7968 30
837 2890 30
7495 9458 30
1184 2422 30
154 2166 30
5172 5899 30
7370 7890 30
72 9519 30
7372 7709 30
76 4356 30
4115 5376 30
1940 4132 30
4974 6512 30
1378 2788 30
837 5475 30
4021 9907 30
1255 1988 30
408 5256 30
2171 4485 30
441 4797 30
503 9958 30
199 9209 30
2439 4473 30
5753 8806 30
1179 4294 30
4502 7235 30
373 5206 30
5182 5691 30
5913 7087 30
3387 8654 30
214 576 30
5517 7608 30
772 7850 30
12 6859 30
1239 7832 30
6419 7284 30
3381 3718 30
4751 7100 30
761 4870 30
7287 8442 30
4779 9515 30
1129 3516 30
996 3643 31
9099 9166 31
4343 8870 31
501 9918 31
8769 9343 31
360 4159 31
8785 9005 31
4032 9437 31
5015 6257 31
5772 9867 31
2966 9412 31
2970 9629 31
1383 5506 31
1756 2770 31
7368 9638 31
6306 7513 31
3174 5945 31
2962 6353 31
1206 1671 31
56 3762 31
1537 6207 31
1215 5067 31
7717 8690 31
4516 8481 31
2223 7834 31
471 9347 31
4541 8609 31
1924 2623 31
7287 8902 31
4542 5334 31
470 1307 31
6254 7509 31
3688 4920 31
1029 7784 31
350 6047 31
3670 5385 31
1521 5762 31
376 3153 31
8807 9099 31
2220 6255 31
4002 8118 31
5109 9400 31
2931 8635 31
495 2513 31
8788 9312 31
4494 6479 31
991 6054 31
1343 5546 31
52 1971 31
4308 6640 31
4557 5805 31
3136 9188 31
1344 1775 31
5361 9231 31
3026 6052 31
1527 2262 31
5725 9681 31
4950 8249 31
4725 5035 31
8405 9145 31
4856 5246 31
2525 7056 31
2514 6090 31
232 4288 31
3329 4368 31
819 5091 31
2531 3440 31
4726 5160 31
5683 8068 31
1065 9240 31
744 6571 31
2712 4368 31
2494 8954 31
694 8179 31
1101 4099 31
254 729 31
9265 9697 31
5493 9363 31
6435 8121 31
122 1098 31
1486 7870 31
747 9182 31
5930 6760 31
700 1574 31
3831 7673 31
5283 9250 31
3935 9291 31
3391 9108 31
10 6915 31
3539 4889 31
3426 4354 31
8117 9888 31
1241 1600 31
9490 9576 31
5913 8163 31
3398 9923 31
6024 9194 31
3858 6157 31
6179 7526 31
2088 9610 31
750 6694 31
1465 1645 31
2472 8684 31
176 6354 31
1110 2773 31
901 9344 31
4079 4634 31
1864 7756 31
1315 9565 31
3486 4590 31
1550 1876 31
1514 3066 31
5628 9594 31
1046 7615 31
938 7503 31
4832 6843 31
5426 7058 31
5177 7453 31
1649 7918 31
644 4630 31
3802 7497 31
2631 4341 31
4125 6721 31
5646 9583 31
305 4837 31
612 3342 31
5834 5994 31
5841 8010 31
878 2597 31
35 554 31
6197 7066 31
655 5527 31
6535 8180 31
4901 7049 31
4131 9736 31
660 6234 31
1448 5609 31
4664 7791 31
5082 8623 31
257 1330 31
3275 3728 31
1187 9101 31
653 4565 31
8266 9245 31
1512 4445 31
1100 1438 32
8272 9319 32
3422 4483 32
2084 3657 32
5181 8184 32
5656 7691 32
157 333 32
3524 9044 32
4398 9291 32
2167 7041 32
3428 3822 32
6171 8412 32
172 567 32
3461 8751 32
3693 6165 32
3688 6526 32
2978 4206 32
7833 9405 32
97 3468 32
275 7901 32
1032 3684 32
3144 6526 32
5403 7671 32
7878 8381 32
3181 3296 32
3181 8853 32
3180 5088 32
3179 7681 32
305 9668 32
4271 8133 32
3636 4211 32
5424 9649 32
294 4959 32
1518 3976 32
315 9164 32
1045 9007 32
1193 1715 32
3559 3921 32
3364 8452 32
1741 2741 32
129 4349 32
1642 8577 32
6011 8346 32
1068 6270 32
1958 7907 32
5097 6864 32
200 5437 32
7519 9535 32
4210 8394 32
3275 8013 32
1954 7713 32
4225 8482 32
346 5986 32
7922 8042 32
1693 7335 32
5754 8556 32
354 1056 32
1460 9080 32
232 6604 32
4202 8557 32
356 929 32
5054 7262 32
1220 8216 32
749 5868 32
5582 7509 32
2729 8849 32
6719 7839 32
1854 6191 32
1602 6446 32
2293 2610 32
5126 6430 32
1269 8269 32
793 9752 32
2307 8974 32
2438 5778 32
7198 8092 32
2827 6706 32
2817 8189 32
2448 4562 32
2450 9221 32
1566 7678 32
1793 2654 32
777 3223 32
2466 8014 32
2629 4461 32
3830 7227 32
2644 6170 32
1826 6158 32
4679 4719 32
937 1892 32
6803 7433 32
3812 4786 32
6365 7180 32
4663 6946 32
6865 8451 32
9313 9610 32
4720 5734 32
607 1265 32
609 4283 32
2522 3779 32
2698 7206 32
722 7318 32
38 1912 32
721 2753 32
1566 4594 32
4702 7457 32
2256 7195 32
4698 9058 32
6952 7214 32
941 8439 32
941 8273 32
5594 7006 32
6557 7967 32
4847 8476 32
2903 3861 32
2392 8555 32
2888 9102 32
3993 8780 32
3870 5891 32
5242 6572 32
6476 8917 32
1211 2810 32
2380 9087 32
2384 4294 32
2353 2413 32
3905 7036 32
4508 5987 32
2386 2554 32
808 2522 32
1781 3116 32
2422 3472 32
4505 6058 32
1569 2427 32
5371 5798 32
2025 6768 32
4013 6503 32
2874 3605 32
2416 4849 32
2870 4394 32
2342 9296 32
1001 4077 32
2880 8107 32
6583 9904 32
1902 6921 32
2413 2750 32
6466 8975 32
4668 7475 33
1131 9989 33
257 5938 33
4230 6476 33
4232 7051 33
1590 7231 33
4844 7341 33
3573 9723 33
4218 9435 33
1304 3422 33
1964 6961 33
4842 5342 33
2558 5566 33
2110 6235 33
3503 3931 33
9257 9668 33
6469 8491 33
2068 8068 33
1242 8920 33
896 9083 33
780 7706 33
817 5202 33
131 2389 33
4176 9701 33
1989 6309 33
5542 7951 33
4088 9665 33
134 3098 33
199 4573 33
8199 9605 33
787 2806 33
4087 7855 33
2443 7463 33
2416 3208 33
6421 8222 33
1855 5325 33
1183 1814 33
5547 7106 33
1114 8427 33
1853 6292 33
1887 4278 33
3439 6803 33
16 1515 33
8044 9521 33
3359 4499 33
4735 6461 33
4541 7789 33
348 1371 33
3711 9614 33
4967 8983 33
7609 8654 33
4535 9421 33
353 877 33
2825 8330 33
1783 8385 33
1031 2765 33
4570 5998 33
1342 4391 33
1032 1743 33
1144 2836 33
2229 2661 33
2030 4052 33
9031 9160 33
555 8248 33
4937 5184 33
1213 1394 33
3054 3105 33
2156 5679 33
1775 2407 33
982 8120 33
2898 5221 33
1621 3081 33
3027 8374 33
3027 9797 33
4507 7836 33
979 4197 33
7657 8022 33
60 1371 33
455 995 33
7545 9671 33
1402 4760 33
990 2112 33
3618 6888 33
434 9553 33
5024 5527 33
4641 6083 33
1316 8977 33
4910 5157 33
7778 8567 33
1530 4097 33
7369 7540 33
947 2466 33
3964 4918 33
5110 9279 33
300 4192 33
3943 4886 33
8530 8605 33
3247 5085 33
1830 2122 33
109 407 33
1596 9148 33
2636 8871 33
2001 5115 33
3219 9422 33
4292 9249 33
3172 9289 33
587 7188 33
1338 1592 33
5332 8612 33
1941 3114 33
8574 9991 33
3000 5760 33
2949 6575 33
8728 9746 33
6213 9590 33
2992 5880 33
7011 7831 33
4422 8923 33
40 9016 33
5416 6660 33
7046 9787 33
7719 8105 33
3178 7656 33
3905 5354 34
875 4000 34
5507 5873 34
2067 4745 34
1532 8126 34
9387 9854 34
1146 4475 34
3633 5838 34
9081 9594 34
3834 6018 34
2007 7695 34
5485 7541 34
1594 2656 34
3800 4289 34
3817 6733 34
3819 6152 34
1131 2243 34
5125 9986 34
9027 9550 34
14 473 34
916 9641 34
915 6722 34
6276 9123 34
2970 5595 34
7392 8475 34
2174 9191 34
465 7235 34
6293 8093 34
4469 8020 34
2912 4016 34
6665 9076 34
5744 7826 34
2156 7689 34
386 2762 34
2479 8107 34
398 6760 34
6705 9943 34
2294 8990 34
601 5634 34
2723 6273 34
2623 9498 34
1222 4883 34
5310 5605 34
576 674 34
6326 8616 34
572 2828 34
1327 7082 34
1820 5285 34
949 7184 34
2635 8818 34
2641 3622 34
4644 8072 34
943 3710 34
2662 4902 34
641 6597 34
6807 8739 34
7253 8376 34
2858 5231 34
7234 8060 34
2576 6884 34
523 2788 34
5208 7074 34
4527 8496 34
2825 7288 34
541 4217 34
2270 4806 34
6321 8027 34
5220 8463 34
2228 9911 34
7109 9216 34
1797 6613 34
963 8419 34
6518 9622 34
3325 8554 34
8219 8341 34
2110 5151 34
3310 4078 34
1486 3009 34
249 3132 34
1698 4080 34
1487 2285 34
3248 6964 34
1670 9459 34
4811 5144 34
5667 7843 34
1673 6629 34
3391 8910 34
829 9079 34
4177 6142 34
3367 4176 34
2399 9106 34
1482 6909 34
6568 9517 34
1464 3596 34
7674 9636 34
1246 2663 34
7594 9062 34
1721 6488 34
3159 9999 34
4295 7405 34
3158 4962 34
2308 3177 34
2082 3290 34
4767 5956 34
1274 9770 34
8286 9424 34
3474 4801 34
7824 8433 34
3236 9245 34
1053 6357 34
5237 7061 34
2368 4471 34
1439 3584 34
294 9611 34
7593 9666 34
4265 4516 34
4113 8574 35
2606 7470 35
4900 5706 35
5146 9113 35
2626 7602 35
3856 9862 35
2288 2723 35
2514 2802 35
4785 6559 35
4720 7054 35
1585 2222 35
1863 4161 35
2381 7661 35
1985 6663 35
4678 5283 35
2580 6175 35
5293 8795 35
2315 7198 35
4792 5007 35
4789 9428 35
5015 7287 35
3265 8500 35
1629 5234 35
3620 5783 35
4276 5112 35
2137 3989 35
5501 5676 35
3100 6628 35
4341 9626 35
1652 3894 35
3465 6289 35
3464 9008 35
3525 7126 35
4100 7691 35
1663 1825 35
2054 7817 35
2087 9826 35
4381 9155 35
5481 5884 35
2094 5432 35
4069 4991 35
2097 4359 35
5491 5823 35
5186 9617 35
3572 4948 35
4594 7463 35
1791 8576 35
5128 6216 35
2789 4053 35
4579 6587 35
2747 5499 35
2741 9969 35
1803 5894 35
4600 9639 35
2711 4223 35
1601 2463 35
4619 4936 35
3781 7864 35
3039 6891 35
3037 3504 35
4987 6635 35
5387 7156 35
3011 4558 35
1615 2471 35
4010 8426 35
2653 7133 35
2209 5807 35
4519 7748 35
3742 3814 35
6657 9643 35
543 4963 35
9349 9579 35
1515 7005 35
7840 8893 35
435 7426 35
7926 8083 35
6799 9645 35
1350 4200 35
622 2601 35
697 8884 35
88 2112 35
392 7642 35
202 6719 35
1484 4377 35
46 1083 35
8169 9381 35
1191 3467 35
8117 9287 35
7089 7306 35
164 9395 35
811 8976 35
6061 8600 35
822 1481 35
5642 6363 35
1416 4068 35
68 6217 35
480 5521 35
6584 9816 35
5666 7047 35
1321 5635 35
1193 8020 35
925 7446 35
517 2809 35
511 2152 35
7230 9152 35
6943 6951 35
1004 8782 35
6943 8013 36
1691 4291 36
1331 6985 36
2191 7326 36
692 7130 36
2203 8819 36
9737 9758 36
18 7883 36
6929 8131 36
2640 3810 36
3531 9108 36
4965 5931 36
4226 8653 36
3129 8749 36
718 7610 36
2534 5022 36
4307 9710 36
2274 7839 36
1708 9676 36
27 7821 36
4314 8571 36
6446 9426 36
749 6983 36
4866 7285 36
6405 7656 36
135 3366 36
3844 4983 36
5983 6805 36
8937 9788 36
1204 1376 36
672 8411 36
5631 9702 36
3248 5562 36
697 882 36
4214 9299 36
3106 4343 36
2570 4968 36
4536 9237 36
2959 9540 36
2829 9816 36
5323 9546 36
6528 7520 36
7211 8040 36
1559 9717 36
7104 8112 36
565 7739 36
1182 2921 36
7418 7905 36
4051 7444 36
7302 9032 36
164 3175 36
3469 6743 36
7327 8258 36
4509 9599 36
4111 9699 36
837 1103 36
150 1313 36
3175 5317 36
2140 9301 36
5458 8945 36
3556 3664 36
4766 7591 36
3178 5901 36
6962 9767 36
2170 9064 36
1545 7152 36
5186 8244 36
6967 7674 36
626 3126 36
7532 9181 36
1529 4335 36
5047 9052 36
9195 9964 36
1062 9175 36
4155 4257 36
7803 8905 36
3711 4117 36
6508 7015 36
5304 9333 36
3705 5352 37
6464 6571 37
864 1691 37
5685 8741 37
1106 5481 37
3420 6677 37
5059 8351 37
5763 9267 37
1060 2327 37
5047 5216 37
1059 6696 37
5391 9408 37
213 4958 37
1773 6594 37
1136 5171 37
2041 4845 37
3646 8673 37
5099 5269 37
7952 8581 37
957 5018 37
5195 6857 37
12 27 37
4888 8670 37
1212 9694 37
895 3060 37
3368 9266 37
2158 3996 37
8404 9594 37
9508 9737 37
981 2581 37
3332 8759 37
2218 5902 37
3983 5188 37
355 521 37
5890 7686 37
2624 5289 37
1636 8323 37
2648 8735 37
4365 7011 37
2657 6702 37
739 6720 37
733 2532 37
6769 7451 37
5478 8734 37
7634 8016 37
1293 1326 37
7422 8718 37
7118 9848 37
1814 2412 37
7380 9001 37
7379 9559 37
9123 9769 37
572 8638 37
1589 3648 37
2863 3027 37
19 978 37
5847 7682 37
3979 4076 37
1297 4433 37
599 9942 37
1841 5119 37
589 7447 37
4768 8470 37
1799 6017 37
1896 8443 37
313 8593 37
789 4010 37
1486 3086 37
4762 6295 37
2433 9051 37
477 7144 37
2471 7878 37
3724 5712 37
3014 5369 38
581 1696 38
4400 6188 38
3591 8307 38
1329 3046 38
3382 8750 38
2367 6103 38
3933 5766 38
5001 7711 38
4368 7669 38
5947 7743 38
5020 8202 38
854 5597 38
2125 8796 38
1533 5640 38
3036 7689 38
2698 9325 38
5600 5668 38
7213 8214 38
1312 4875 38
2033 5773 38
2832 3416 38
4524 9593 38
2820 3667 38
2042 8856 38
4134 7361 38
3211 7800 38
2406 4300 38
8543 9263 38
4813 8842 38
2429 4778 38
2750 4003 38
1604 3611 38
4537 4934 38
6194 6300 38
2079 7466 38
1758 8714 38
419 1507 38
6350 9532 38
4217 4338 38
689 7334 38
5711 6839 38
3296 8821 38
216 2844 38
4925 5522 38
4212 4896 38
8715 9296 38
1638 2569 38
6397 7566 38
911 2188 38
5143 6544 38
4234 6364 38
263 617 38
3992 4284 38
2541 4885 38
2317 2879 38
4118 5735 38
6761 8673 38
125 4186 38
1334 4360 38
9434 9606 38
6464 8981 38
2465 8855 38
1019 1230 38
1018 6246 38
7713 8127 38
864 945 38
3358 7630 38
4039 4806 38
3321 8529 38
2602 3267 38
5987 9078 38
5629 9204 38
4 3400 38
3097 6884 38
764 3625 38
2616 9818 38
95 6815 38
1418 3190 38
984 5395 38
2467 5627 38
2201 2930 39
1822 8696 39
4059 7609 39
5980 9522 39
133 2984 39
1224 8355 39
3508 8073 39
3512 5519 39
5870 8261 39
4099 7151 39
1287 5781 39
2532 3681 39
3124 9910 39
6782 7933 39
6795 9702 39
696 4749 39
2565 5334 39
672 1249 39
4331 8406 39
2600 9815 39
4647 9104 39
7565 9023 39
4811 5847 39
2406 6664 39
4776 9228 39
2455 6788 39
2487 9324 39
6727 9407 39
554 6194 39
7409 9915 39
7406 9107 39
2957 7376 39
2955 3364 39
2841 9636 39
2847 7362 39
7233 9818 39
2649 7860 39
6962 9090 39
2685 8604 39
2992 5490 39
1049 9362 39
8110 9985 39
3378 3966 39
2157 2393 39
2162 5797 39
2017 8971 39
6093 8062 39
8250 9464 39
1016 8254 39
3436 9980 39
5072 7880 39
881 9317 39
907 4062 39
902 6818 39
2321 3035 39
2329 7990 39
877 2990 39
6455 8813 39
2356 4138 39
7806 9516 39
6262 9110 39
3348 7778 39
2185 2742 39
990 2395 39
4204 8943 39
1163 2715 39
7943 8848 39
2251 6425 39
244 5876 39
4214 7558 39
942 2060 39
4903 5381 39
1502 3345 39
1434 2229 39
5830 6836 39
1680 2312 39
1710 7254 39
1561 2306 39
3706 6553 39
3631 4345 39
5809 8417 39
5659 7969 39
1638 9656 39
6304 7709 40
2206 6233 40
2218 5687 40
1724 9597 40
965 9992 40
4561 4593 40
1652 2923 40
4975 5730 40
1960 9032 40
5403 5535 40
8019 9754 40
61 726 40
3799 7514 40
3768 5574 40
3723 5989 40
2897 3176 40
4217 7780 40
4908 5072 40
1666 9309 40
52 4503 40
646 2659 40
5500 6496 40
4084 8503 40
2891 4635 40
779 7241 40
4082 5780 40
1719 8094 40
2253 6239 40
4216 8880 40
1256 4595 40
2035 6290 40
38 380 40
6808 7777 40
3965 5159 40
6103 8830 40
8158 9004 40
1059 7161 40
171 869 40
2062 3362 40
1372 5176 40
672 7505 40
345 9558 40
5534 7624 40
5111 7077 40
3033 5346 40
2877 5893 40
1026 1203 40
359 3578 40
7375 9252 40
7180 8610 40
2618 6780 40
4705 5847 40
2007 7551 40
7635 9872 40
1053 1061 40
1009 2654 40
2144 9154 40
2873 4276 40
6243 6931 40
2442 4486 40
2400 9959 40
2905 2908 40
5693 8310 40
384 1976 40
7072 7396 40
1689 8349 40
4800 8101 40
1863 9497 40
1824 6716 40
5900 6160 40
6617 6652 40
1326 2568 40
2998 4841 40
1849 7632 40
1844 2905 40
4263 9883 40
2691 8477 40
2761 7227 40
2808 4177 41
7480 8309 41
1925 6746 41
1929 3643 41
575 4123 41
2194 3228 41
833 2298 41
1063 5052 41
5301 6633 41
1834 3766 41
969 1619 41
1214 4576 41
3058 4249 41
8858 9054 41
7976 8746 41
3331 3549 41
4991 5353 41
1844 6898 41
7588 9047 41
1329 9798 41
8051 9951 41
149 4272 41
1360 3447 41
1025 7535 41
1031 7953 41
4997 8937 41
2140 8303 41
6863 6875 41
5390 8966 41
274 553 41
1051 2436 41
4527 6359 41
4101 4425 41
1197 2058 41
2825 5911 41
412 6999 41
2425 7678 41
9327 9672 41
2356 6790 41
3091 7342 41
4709 4717 41
56 7004 41
2456 4915 41
6378 6385 41
2450 9127 41
630 8783 41
482 7853 41
1120 4602 41
182 4591 41
5915 6428 41
3953 4884 41
3461 6383 41
1098 3952 41
2066 7180 41
3286 9732 41
951 4679 41
2861 4743 41
